comment,key,operation,latency,protocol,inner_k,inner_n,outer_k,outer_n,num_concurrent,num_participant
++ python3 scripts/common.py SERVICE_HOST
+ SERVICE=ec2-16-162-3-6.ap-east-1.compute.amazonaws.com
++ python3 scripts/common.py WORK_DIR
+ WORK_DIR=/home/ubuntu
+ cargo build --profile artifact --bin entropy --color never
    Finished artifact [optimized] target(s) in 0.11s
+ rsync target/artifact/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com:/home/ubuntu/entropy
++ python3 scripts/common.py NUM_TOTAL_PEER
+ ssh ec2-16-162-3-6.ap-east-1.compute.amazonaws.com OTEL_SDK_DISABLED=true /home/ubuntu/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com --plaza-service 10000
ready
,c1b38db4769476a6e4820635457d5f0b8a6dec10b92fbab711725f31050f7737,repair,1.8747427,kademlia,32,80,8,10,240,10000
,c69110eb9482fe83bd7f30ba3006f9961c9ddb58c80ca854a9522d7befbf6e6d,repair,2.049369,kademlia,32,80,8,10,240,10000
,92968673caad7d6390db22ebb838362009f1940054eae5ff3f0a5d9e97e8f1b4,repair,2.9293947,kademlia,32,80,8,10,240,10000
,18b45303b56edfcecb799e081276300ba446db55f5278f9386b1bfe8e4b89941,repair,2.9039798,kademlia,32,80,8,10,240,10000
,93aadead105d815b32c6048cb536d27b7fddcbb7d3e439da90fcec9b64952373,repair,2.270647,kademlia,32,80,8,10,240,10000
,4a7b414d2c488287238fe759bbffce1bea8f396c7554e55ffb558490772461de,repair,1.8049451,kademlia,32,80,8,10,240,10000
,b72b31475d19abef3d7aabe5761f22da532d4ac5a779729e5da2bec49cf288f2,repair,2.6517172,kademlia,32,80,8,10,240,10000
,1ac66ad0f7677093195a76fb9acb6511e6403a878c035e94789707103fe85129,repair,2.39372,kademlia,32,80,8,10,240,10000
,dd043a7b38a12618f4cef36cd24d36bf81f6c1510cd907b6476cc723dff41bae,repair,2.2668877,kademlia,32,80,8,10,240,10000
,b9ad90b6536748b1e65216ef2e10934bf84c919bd4ec75c5cc5e032e08a8e6c3,repair,2.0519714,kademlia,32,80,8,10,240,10000
,891979a2cb22fd6c816e749e6d80c3b2f54b25666ae4c6da1f3337e9ad7c7633,repair,2.0559819,kademlia,32,80,8,10,240,10000
,181b8d48cacdfbbb3923564713846ca0729a89f7fd1962975843c39fc5018b70,repair,2.2827845,kademlia,32,80,8,10,240,10000
,8af8b0b0b540b80681b6e0da84fc1d388945bbb23cc0e6e5be4858f50a1fc160,repair,2.0493903,kademlia,32,80,8,10,240,10000
,6920e1657395d73f74e07710547551691c320cf36cba1c24877fafaee8b89528,repair,2.4225378,kademlia,32,80,8,10,240,10000
,7774a482bd60f32c80c7ec8a7b988ad9fcc9e999a416e8203e7562812ae2bc8d,repair,2.2665598,kademlia,32,80,8,10,240,10000
,f3f949d103cb425b41b0acf7c52a0b5c98d8814b87b8a5f5fc018d8ac78b3599,repair,1.9054828,kademlia,32,80,8,10,240,10000
,8e74eace68ecf00f4314e4510c1e797fad9eade57776fa77526aa58a11e0f8b8,repair,2.4214737,kademlia,32,80,8,10,240,10000
,25f71141082485702680d9a9f240ce6d42ddaf0e1a69bdc9455afc5ecda9c6a0,repair,2.0596395,kademlia,32,80,8,10,240,10000
,231d6db30e71fedd12df281a2424053c1f37855609420ffd45097b9e9fedc447,repair,2.4235067,kademlia,32,80,8,10,240,10000
